case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0049,AML Investigator-000001,Clerk-000008,Check credit history,2023-04-24T02:33:59+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0049,Clerk-000008,Loan Officer-000002,Assess loan risk,2023-04-24T03:23:26+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-26T19:43:26+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-26T19:48:34+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,Senior Officer-000001,Clerk-000003,Cancel application,2023-04-26T20:08:34+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0050,Clerk-000005,Clerk-000008,Check credit history,2023-04-24T01:00:05+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0050,Clerk-000008,AML Investigator-000001,AML check,2023-04-24T01:03:26+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0050,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-24T01:51:59+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0050,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-24T02:14:50+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0050,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-24T02:34:50+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0050,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-24T02:51:45+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0050,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-24T03:11:45+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0051,Clerk-000005,AML Investigator-000002,AML check,2023-04-24T01:43:19+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0051,AML Investigator-000002,Clerk-000008,Check credit history,2023-04-24T01:56:00+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0051,Clerk-000008,Appraiser-000002,Appraise property,2023-04-24T03:26:05+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0051,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-24T04:02:36+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0051,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-24T04:22:36+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0051,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-24T05:04:08+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0051,Senior Officer-000001,Clerk-000005,Cancel application,2023-04-24T05:24:08+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000002,Clerk-000003,Return application back to applicant,2023-04-24T02:28:41+00:00,Handover for Return application back to applicant; selected Clerk-000003 from 5 feasible resources.
S_llm_agent_proxy_0052,Clerk-000003,Applicant-000001,Applicant completes form,2023-04-24T02:33:41+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0052,Applicant-000001,Clerk-000005,Check application form completeness,2023-04-24T03:33:41+00:00,Handover for Check application form completeness; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000005,Clerk-000007,Check credit history,2023-04-24T03:55:10+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0052,Clerk-000007,AML Investigator-000001,AML check,2023-04-24T04:12:00+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0052,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-24T05:06:34+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0052,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-24T05:56:14+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0052,Loan Officer-000004,Clerk-000005,Reject application,2023-04-24T06:16:14+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0053,Clerk-000001,Clerk-000006,Check credit history,2023-04-24T03:00:59+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0053,Clerk-000006,AML Investigator-000002,AML check,2023-04-24T05:04:36+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0053,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-24T05:18:09+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0053,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-24T06:09:07+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0053,Loan Officer-000003,Clerk-000003,Reject application,2023-04-24T06:29:07+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0054,Clerk-000004,Clerk-000007,Check credit history,2023-04-24T03:06:35+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0054,Clerk-000007,Appraiser-000002,Appraise property,2023-04-24T03:23:29+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0054,Appraiser-000002,AML Investigator-000002,AML check,2023-04-24T04:10:12+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0054,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-26T22:34:02+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0054,Loan Officer-000001,Clerk-000005,Reject application,2023-04-26T22:54:02+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0055,Clerk-000004,Clerk-000007,Check credit history,2023-04-24T03:38:42+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0055,Clerk-000007,AML Investigator-000002,AML check,2023-04-24T05:09:01+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0055,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-24T05:36:28+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0055,Appraiser-000001,Loan Officer-000003,Assess loan risk,2023-04-24T05:48:01+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0055,Loan Officer-000003,Clerk-000001,Reject application,2023-04-24T06:08:01+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0056,Clerk-000007,Clerk-000004,Check credit history,2023-04-24T04:09:42+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0056,Clerk-000004,AML Investigator-000001,AML check,2023-04-24T04:26:55+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0056,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-24T04:46:09+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0056,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-24T05:44:40+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0056,Loan Officer-000001,Clerk-000007,Reject application,2023-04-24T06:04:40+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0057,Clerk-000002,Clerk-000005,Check credit history,2023-04-24T04:37:52+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0057,Clerk-000005,Appraiser-000002,Appraise property,2023-04-24T05:25:58+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0057,Appraiser-000002,AML Investigator-000002,AML check,2023-04-24T05:52:37+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0057,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-24T08:04:27+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-24T08:24:27+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-24T08:24:49+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0057,Senior Officer-000002,Clerk-000006,Cancel application,2023-04-24T08:44:49+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000002,Appraiser-000001,Appraise property,2023-04-24T05:18:34+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0058,Appraiser-000001,Clerk-000002,Check credit history,2023-04-24T05:30:36+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000002,AML Investigator-000001,AML check,2023-04-24T05:53:47+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0058,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-24T06:01:47+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0058,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-24T06:21:47+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0058,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-24T06:35:36+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0058,Senior Officer-000001,Clerk-000002,Cancel application,2023-04-24T06:55:36+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000005,AML Investigator-000002,AML check,2023-04-24T06:04:35+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0059,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-24T06:16:04+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0059,Appraiser-000001,Clerk-000008,Check credit history,2023-04-24T06:31:32+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000008,Loan Officer-000001,Assess loan risk,2023-04-24T23:01:14+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0059,Loan Officer-000001,Clerk-000004,Reject application,2023-04-24T23:21:14+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0060,Clerk-000007,Clerk-000005,Check credit history,2023-04-24T06:43:37+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0060,Clerk-000005,Appraiser-000002,Appraise property,2023-04-24T06:47:32+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0060,Appraiser-000002,AML Investigator-000002,AML check,2023-04-24T06:49:06+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0060,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-24T06:53:55+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0060,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-24T07:13:55+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0060,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-24T07:24:01+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0060,Senior Officer-000001,Clerk-000007,Cancel application,2023-04-24T07:44:01+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000007,Appraiser-000002,Appraise property,2023-04-24T07:28:16+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0061,Appraiser-000002,Clerk-000002,Check credit history,2023-04-24T07:46:46+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000002,AML Investigator-000002,AML check,2023-04-24T09:04:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0061,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-24T09:44:27+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0061,Loan Officer-000003,Clerk-000003,Reject application,2023-04-24T10:04:27+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000008,AML Investigator-000002,AML check,2023-04-24T23:37:38+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0062,AML Investigator-000002,Clerk-000007,Check credit history,2023-04-24T23:40:05+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000007,Appraiser-000001,Appraise property,2023-04-25T00:28:37+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0062,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-25T00:43:25+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0062,Loan Officer-000004,Clerk-000005,Reject application,2023-04-25T01:03:25+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0063,Clerk-000003,Appraiser-000001,Appraise property,2023-04-24T23:31:25+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0063,Appraiser-000001,AML Investigator-000002,AML check,2023-04-24T23:46:42+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0063,AML Investigator-000002,Clerk-000001,Check credit history,2023-04-24T23:59:02+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0063,Clerk-000001,Loan Officer-000003,Assess loan risk,2023-04-25T18:04:10+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-26T10:24:10+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-26T10:32:13+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0063,Senior Officer-000001,Clerk-000008,Cancel application,2023-04-26T10:52:13+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0064,Clerk-000008,AML Investigator-000001,AML check,2023-04-24T08:11:36+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0064,AML Investigator-000001,Clerk-000003,Check credit history,2023-04-24T09:31:32+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0064,Clerk-000003,Appraiser-000002,Appraise property,2023-04-24T09:32:27+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0064,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-24T10:24:03+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0064,Loan Officer-000004,Loan Officer-000002,Design loan offer,2023-04-24T10:44:03+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0064,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-24T11:02:46+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0064,Senior Officer-000002,Clerk-000006,Approve application,2023-04-24T11:22:46+00:00,Handover for Approve application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0065,Clerk-000003,Clerk-000005,Check credit history,2023-04-25T01:19:50+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0065,Clerk-000005,Appraiser-000001,Appraise property,2023-04-25T01:27:49+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0065,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T18:02:46+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0065,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-25T18:16:10+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0065,Loan Officer-000003,Clerk-000001,Reject application,2023-04-25T18:36:10+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000002,Appraiser-000002,Appraise property,2023-04-24T09:22:44+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0066,Appraiser-000002,Clerk-000005,Check credit history,2023-04-24T09:31:53+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000005,AML Investigator-000002,AML check,2023-04-25T01:57:06+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0066,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T19:41:01+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0066,Loan Officer-000001,Clerk-000002,Reject application,2023-04-25T20:01:01+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0067,Clerk-000005,AML Investigator-000002,AML check,2023-04-24T09:37:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0067,AML Investigator-000002,Clerk-000007,Check credit history,2023-04-24T10:00:31+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0067,Clerk-000007,Appraiser-000001,Appraise property,2023-04-24T10:44:41+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0067,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-24T11:14:35+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0067,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-04-24T11:34:35+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0067,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-24T11:44:55+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0067,Senior Officer-000002,Clerk-000002,Approve application,2023-04-24T12:04:55+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0068,Clerk-000002,Clerk-000004,Check credit history,2023-04-25T02:52:57+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0068,Clerk-000004,AML Investigator-000002,AML check,2023-04-25T02:57:28+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0068,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-25T04:19:01+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0068,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-25T05:03:31+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0068,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-25T05:23:31+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0068,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-25T05:42:41+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0068,Senior Officer-000001,Clerk-000007,Approve application,2023-04-25T06:02:41+00:00,Handover for Approve application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0069,Clerk-000001,Clerk-000005,Check credit history,2023-04-24T10:43:03+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0069,Clerk-000005,Appraiser-000001,Appraise property,2023-04-24T11:29:15+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0069,Appraiser-000001,AML Investigator-000001,AML check,2023-04-24T11:48:52+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0069,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-24T12:21:17+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0069,Loan Officer-000002,Clerk-000007,Reject application,2023-04-24T12:41:17+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0070,Clerk-000001,Clerk-000004,Check credit history,2023-04-24T11:02:26+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0070,Clerk-000004,AML Investigator-000001,AML check,2023-04-24T12:11:59+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0070,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-25T04:38:57+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0070,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-25T05:02:15+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0070,Loan Officer-000002,Clerk-000007,Reject application,2023-04-25T05:22:15+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0071,Clerk-000008,Clerk-000005,Check credit history,2023-04-24T11:39:41+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0071,Clerk-000005,AML Investigator-000001,AML check,2023-04-24T11:46:26+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0071,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-24T11:50:58+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0071,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-25T07:21:12+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0071,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-25T07:41:12+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0071,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-25T07:51:22+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0071,Senior Officer-000001,Clerk-000008,Cancel application,2023-04-25T08:11:22+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000003,Clerk-000006,Return application back to applicant,2023-04-24T12:00:41+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0072,Clerk-000006,Applicant-000001,Applicant completes form,2023-04-24T12:05:41+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0072,Applicant-000001,Clerk-000001,Check application form completeness,2023-04-24T13:05:41+00:00,Handover for Check application form completeness; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000001,Clerk-000008,Return application back to applicant,2023-04-24T13:30:39+00:00,Handover for Return application back to applicant; selected Clerk-000008 from 5 feasible resources.
S_llm_agent_proxy_0072,Clerk-000008,Applicant-000001,Applicant completes form,2023-04-24T15:34:41+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0072,Applicant-000001,Clerk-000001,Check application form completeness,2023-04-24T16:34:41+00:00,Handover for Check application form completeness; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000001,Appraiser-000002,Appraise property,2023-04-24T16:43:48+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0072,Appraiser-000002,AML Investigator-000001,AML check,2023-04-24T17:05:27+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0072,AML Investigator-000001,Clerk-000002,Check credit history,2023-04-24T17:33:31+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000002,Loan Officer-000004,Assess loan risk,2023-04-24T19:22:32+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0072,Loan Officer-000004,Clerk-000001,Reject application,2023-04-24T19:42:32+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0073,Clerk-000005,AML Investigator-000001,AML check,2023-04-24T12:46:22+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0073,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-24T12:52:46+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0073,Appraiser-000002,Clerk-000007,Check credit history,2023-04-24T13:02:55+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0073,Clerk-000007,Loan Officer-000004,Assess loan risk,2023-04-24T13:22:43+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0073,Loan Officer-000004,Clerk-000004,Reject application,2023-04-24T13:42:43+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0074,Clerk-000004,AML Investigator-000002,AML check,2023-04-24T13:55:48+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0074,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-24T13:56:38+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0074,Appraiser-000001,Clerk-000006,Check credit history,2023-04-24T14:57:57+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
