case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0041,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-21T22:40:32+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0041,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-21T23:00:32+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0041,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-21T23:23:55+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0041,Senior Officer-000001,Clerk-000002,Approve application,2023-04-21T23:43:55+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0042,Clerk-000008,Clerk-000004,Check credit history,2023-04-21T22:13:49+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0042,Clerk-000004,Appraiser-000001,Appraise property,2023-04-21T23:06:09+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0042,Appraiser-000001,AML Investigator-000002,AML check,2023-04-21T23:27:31+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0042,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-21T23:56:02+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0042,Loan Officer-000001,Clerk-000007,Reject application,2023-04-22T00:16:02+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0043,Clerk-000002,AML Investigator-000002,AML check,2023-04-21T06:06:25+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0043,AML Investigator-000002,Clerk-000005,Check credit history,2023-04-21T06:20:36+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0043,Clerk-000005,Appraiser-000002,Appraise property,2023-04-21T06:34:51+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0043,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-21T07:26:13+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0043,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-21T07:46:13+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0043,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-21T08:11:59+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0043,Senior Officer-000002,Clerk-000001,Approve application,2023-04-21T08:31:59+00:00,Handover for Approve application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0044,Clerk-000001,AML Investigator-000002,AML check,2023-04-21T06:35:21+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0044,AML Investigator-000002,Clerk-000003,Check credit history,2023-04-21T06:36:55+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0044,Clerk-000003,Appraiser-000002,Appraise property,2023-04-21T06:49:32+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0044,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-21T08:38:48+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0044,Loan Officer-000004,Clerk-000008,Reject application,2023-04-21T08:58:48+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0045,Clerk-000001,AML Investigator-000001,AML check,2023-04-21T07:12:12+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0045,AML Investigator-000001,Clerk-000001,Check credit history,2023-04-21T07:39:15+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0045,Clerk-000001,Appraiser-000002,Appraise property,2023-04-21T07:59:00+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0045,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-21T08:36:03+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0045,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-21T08:56:03+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0045,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-21T09:01:13+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0045,Senior Officer-000002,Clerk-000003,Approve application,2023-04-21T09:21:13+00:00,Handover for Approve application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0046,Clerk-000008,Clerk-000004,Check credit history,2023-04-24T00:17:38+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0046,Clerk-000004,Appraiser-000002,Appraise property,2023-04-24T00:31:31+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0046,Appraiser-000002,AML Investigator-000001,AML check,2023-04-24T01:20:53+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0046,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-24T02:44:26+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0046,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-24T03:07:54+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0046,Senior Officer-000001,Clerk-000005,Cancel application,2023-04-24T03:27:54+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0047,Clerk-000002,Appraiser-000002,Appraise property,2023-04-21T08:03:21+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0047,Appraiser-000002,Clerk-000004,Check credit history,2023-04-21T08:12:42+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0047,Clerk-000004,AML Investigator-000001,AML check,2023-04-21T08:35:33+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0047,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-21T10:11:19+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0047,Loan Officer-000001,Clerk-000002,Reject application,2023-04-21T10:31:19+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0048,Clerk-000007,Appraiser-000001,Appraise property,2023-04-22T01:18:39+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0048,Appraiser-000001,AML Investigator-000002,AML check,2023-04-22T01:30:01+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0048,AML Investigator-000002,Clerk-000008,Check credit history,2023-04-22T01:39:03+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0048,Clerk-000008,Loan Officer-000002,Assess loan risk,2023-04-22T02:30:01+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0048,Loan Officer-000002,Clerk-000007,Reject application,2023-04-22T02:50:01+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0049,Clerk-000008,Clerk-000002,Check credit history,2023-04-22T01:59:52+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0049,Clerk-000002,Appraiser-000001,Appraise property,2023-04-22T02:11:02+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,Appraiser-000001,AML Investigator-000001,AML check,2023-04-22T02:12:41+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-22T02:40:02+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-22T03:00:02+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0049,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-22T03:00:10+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0049,Senior Officer-000001,Clerk-000007,Cancel application,2023-04-22T03:20:10+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0050,Clerk-000003,Clerk-000001,Check credit history,2023-04-22T01:31:13+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0050,Clerk-000001,Appraiser-000001,Appraise property,2023-04-22T02:16:45+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0050,Appraiser-000001,AML Investigator-000002,AML check,2023-04-22T02:44:38+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0050,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-22T20:05:35+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0050,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-22T20:25:35+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0050,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-22T21:10:02+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0050,Senior Officer-000001,Clerk-000005,Cancel application,2023-04-22T21:30:02+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0051,Clerk-000007,Clerk-000004,Check credit history,2023-04-22T02:22:12+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0051,Clerk-000004,AML Investigator-000002,AML check,2023-04-22T02:39:11+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0051,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-22T03:26:49+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0051,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-22T04:47:52+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0051,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-22T05:08:03+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0051,Senior Officer-000002,Clerk-000006,Approve application,2023-04-22T05:28:03+00:00,Handover for Approve application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000003,AML Investigator-000002,AML check,2023-04-22T02:34:19+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0052,AML Investigator-000002,Clerk-000001,Check credit history,2023-04-22T03:29:17+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0052,Clerk-000001,Appraiser-000001,Appraise property,2023-04-22T03:38:17+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0052,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-22T03:57:13+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0052,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-22T04:21:51+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0052,Senior Officer-000002,Clerk-000006,Cancel application,2023-04-22T04:41:51+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0053,Clerk-000004,Clerk-000007,Check credit history,2023-04-22T03:16:42+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0053,Clerk-000007,Appraiser-000001,Appraise property,2023-04-22T06:05:44+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0053,Appraiser-000001,AML Investigator-000002,AML check,2023-04-22T06:06:18+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0053,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-22T07:17:17+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0053,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-22T07:37:17+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0053,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-22T07:47:50+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0053,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-22T08:07:50+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0054,Clerk-000002,Clerk-000005,Check credit history,2023-04-22T03:36:31+00:00,Handover for Check credit history; selected Clerk-000005 from 7 feasible resources.
S_llm_agent_proxy_0054,Clerk-000005,AML Investigator-000002,AML check,2023-04-22T04:21:32+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0054,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-22T05:09:04+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0054,Appraiser-000001,Loan Officer-000003,Assess loan risk,2023-04-22T06:26:01+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0054,Loan Officer-000003,Clerk-000005,Reject application,2023-04-22T06:46:01+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0055,Clerk-000005,Clerk-000004,Check credit history,2023-04-22T04:27:49+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0055,Clerk-000004,Appraiser-000002,Appraise property,2023-04-22T04:39:02+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0055,Appraiser-000002,AML Investigator-000001,AML check,2023-04-22T04:56:08+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0055,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-22T05:55:52+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0055,Loan Officer-000003,Clerk-000003,Reject application,2023-04-22T06:15:52+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0056,Clerk-000006,AML Investigator-000001,AML check,2023-04-22T04:35:11+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0056,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-22T05:00:20+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0056,Appraiser-000001,Clerk-000006,Check credit history,2023-04-22T05:10:35+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0056,Clerk-000006,Loan Officer-000001,Assess loan risk,2023-04-22T05:20:31+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0056,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-22T05:40:31+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0056,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-22T05:43:33+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0056,Senior Officer-000001,Clerk-000002,Cancel application,2023-04-22T06:03:33+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0057,Clerk-000007,Clerk-000003,Check credit history,2023-04-22T05:20:23+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0057,Clerk-000003,AML Investigator-000001,AML check,2023-04-22T05:21:08+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0057,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-22T06:09:42+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0057,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-22T06:57:37+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-22T07:17:37+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0057,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-22T07:18:16+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0057,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-22T07:38:16+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000005,AML Investigator-000002,AML check,2023-04-22T06:25:38+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0058,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-22T07:46:55+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0058,Appraiser-000001,Clerk-000003,Check credit history,2023-04-22T07:58:28+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0058,Clerk-000003,Loan Officer-000004,Assess loan risk,2023-04-22T08:11:05+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0058,Loan Officer-000004,Clerk-000006,Reject application,2023-04-22T08:31:05+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000007,Clerk-000002,Return application back to applicant,2023-04-22T06:04:20+00:00,Handover for Return application back to applicant; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0059,Clerk-000002,Applicant-000001,Applicant completes form,2023-04-22T06:45:23+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0059,Applicant-000001,Clerk-000008,Check application form completeness,2023-04-22T07:45:23+00:00,Handover for Check application form completeness; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000008,Appraiser-000001,Appraise property,2023-04-22T07:48:43+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0059,Appraiser-000001,Clerk-000003,Check credit history,2023-04-22T08:02:51+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0059,Clerk-000003,AML Investigator-000001,AML check,2023-04-22T08:51:38+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0059,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-22T09:18:22+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0059,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-22T09:38:22+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0059,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-22T09:39:29+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0059,Senior Officer-000002,Clerk-000004,Cancel application,2023-04-22T09:59:29+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0060,Clerk-000007,Clerk-000006,Check credit history,2023-04-22T23:42:33+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0060,Clerk-000006,Appraiser-000001,Appraise property,2023-04-22T23:48:27+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0060,Appraiser-000001,AML Investigator-000001,AML check,2023-04-23T01:11:52+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0060,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-23T01:44:59+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0060,Loan Officer-000002,Clerk-000002,Reject application,2023-04-23T02:04:59+00:00,Handover for Reject application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000006,Clerk-000003,Return application back to applicant,2023-04-24T23:13:33+00:00,Handover for Return application back to applicant; selected Clerk-000003 from 6 feasible resources.
S_llm_agent_proxy_0061,Clerk-000003,Applicant-000001,Applicant completes form,2023-04-24T23:18:33+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0061,Applicant-000001,Clerk-000008,Check application form completeness,2023-04-25T00:18:33+00:00,Handover for Check application form completeness; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000008,Appraiser-000002,Appraise property,2023-04-25T00:18:41+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0061,Appraiser-000002,AML Investigator-000002,AML check,2023-04-25T01:26:46+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0061,AML Investigator-000002,Clerk-000006,Check credit history,2023-04-25T02:12:50+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0061,Clerk-000006,Loan Officer-000002,Assess loan risk,2023-04-25T02:26:35+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0061,Loan Officer-000002,Clerk-000003,Reject application,2023-04-25T02:46:35+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000002,Appraiser-000002,Appraise property,2023-04-22T07:58:41+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0062,Appraiser-000002,Clerk-000002,Check credit history,2023-04-22T09:58:37+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0062,Clerk-000002,AML Investigator-000002,AML check,2023-04-22T09:59:11+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0062,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-22T10:52:33+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0062,Loan Officer-000002,Senior Officer-000001,Approve loan offer,2023-04-22T11:12:37+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0062,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-22T11:32:37+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0063,Clerk-000004,Appraiser-000001,Appraise property,2023-04-22T08:29:26+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0063,Appraiser-000001,Clerk-000004,Check credit history,2023-04-22T08:31:09+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0063,Clerk-000004,AML Investigator-000002,AML check,2023-04-22T09:18:59+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0063,AML Investigator-000002,Loan Officer-000003,Assess loan risk,2023-04-22T10:07:21+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000003,Loan Officer-000001,Design loan offer,2023-04-22T10:27:21+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0063,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-22T10:47:26+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0063,Senior Officer-000002,Clerk-000002,Cancel application,2023-04-22T11:07:26+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0064,Clerk-000008,Clerk-000003,Check credit history,2023-04-22T08:50:23+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0064,Clerk-000003,AML Investigator-000001,AML check,2023-04-22T09:25:01+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0064,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-22T10:08:52+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0064,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-22T10:09:09+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0064,Loan Officer-000002,Clerk-000003,Reject application,2023-04-22T10:29:09+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0065,Clerk-000004,AML Investigator-000002,AML check,2023-04-22T09:19:23+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0065,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-22T09:28:11+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0065,Appraiser-000001,Clerk-000007,Check credit history,2023-04-22T09:40:05+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0065,Clerk-000007,Loan Officer-000001,Assess loan risk,2023-04-22T09:56:55+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0065,Loan Officer-000001,Clerk-000007,Reject application,2023-04-22T10:16:55+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000008,Clerk-000005,Return application back to applicant,2023-04-22T09:36:49+00:00,Handover for Return application back to applicant; selected Clerk-000005 from 6 feasible resources.
S_llm_agent_proxy_0066,Clerk-000005,Applicant-000001,Applicant completes form,2023-04-22T09:41:49+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0066,Applicant-000001,Clerk-000005,Check application form completeness,2023-04-22T10:41:49+00:00,Handover for Check application form completeness; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0066,Clerk-000005,Clerk-000002,Check credit history,2023-04-22T11:08:28+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0066,Clerk-000002,Appraiser-000002,Appraise property,2023-04-22T11:10:14+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
